path_image,category,name,extension,width,height,dim,size
PBC_dataset_normal_DIB/basophil/BA_970453.jpg,basophil,BA_970453,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_608126.jpg,basophil,BA_608126,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_892429.jpg,basophil,BA_892429,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_558965.jpg,basophil,BA_558965,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_987742.jpg,basophil,BA_987742,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_886460.jpg,basophil,BA_886460,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_525742.jpg,basophil,BA_525742,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_262646.jpg,basophil,BA_262646,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_393442.jpg,basophil,BA_393442,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_218471.jpg,basophil,BA_218471,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_385552.jpg,basophil,BA_385552,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_329684.jpg,basophil,BA_329684,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_320878.jpg,basophil,BA_320878,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_114542.jpg,basophil,BA_114542,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_436500.jpg,basophil,BA_436500,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_892159.jpg,basophil,BA_892159,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_266178.jpg,basophil,BA_266178,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_263028.jpg,basophil,BA_263028,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_309583.jpg,basophil,BA_309583,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_25245.jpg,basophil,BA_25245,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_659962.jpg,basophil,BA_659962,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_309434.jpg,basophil,BA_309434,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_895971.jpg,basophil,BA_895971,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_724023.jpg,basophil,BA_724023,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_602999.jpg,basophil,BA_602999,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_279676.jpg,basophil,BA_279676,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_990612.jpg,basophil,BA_990612,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_490072.jpg,basophil,BA_490072,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_552455.jpg,basophil,BA_552455,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_285156.jpg,basophil,BA_285156,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_807787.jpg,basophil,BA_807787,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_556627.jpg,basophil,BA_556627,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_461909.jpg,basophil,BA_461909,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_386305.jpg,basophil,BA_386305,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_284260.jpg,basophil,BA_284260,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_938239.jpg,basophil,BA_938239,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_430561.jpg,basophil,BA_430561,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_640980.jpg,basophil,BA_640980,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_888511.jpg,basophil,BA_888511,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_38638.jpg,basophil,BA_38638,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_379312.jpg,basophil,BA_379312,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_237069.jpg,basophil,BA_237069,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_398846.jpg,basophil,BA_398846,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_486837.jpg,basophil,BA_486837,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_406945.jpg,basophil,BA_406945,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_855006.jpg,basophil,BA_855006,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_618537.jpg,basophil,BA_618537,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_420010.jpg,basophil,BA_420010,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_154572.jpg,basophil,BA_154572,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_141631.jpg,basophil,BA_141631,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_564691.jpg,basophil,BA_564691,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_688859.jpg,basophil,BA_688859,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_76584.jpg,basophil,BA_76584,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_408987.jpg,basophil,BA_408987,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_381452.jpg,basophil,BA_381452,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_32675.jpg,basophil,BA_32675,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_804739.jpg,basophil,BA_804739,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_790227.jpg,basophil,BA_790227,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_484573.jpg,basophil,BA_484573,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_872678.jpg,basophil,BA_872678,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_84276.jpg,basophil,BA_84276,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_455128.jpg,basophil,BA_455128,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_885582.jpg,basophil,BA_885582,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_769899.jpg,basophil,BA_769899,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_417333.jpg,basophil,BA_417333,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_59759.jpg,basophil,BA_59759,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_35708.jpg,basophil,BA_35708,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_372647.jpg,basophil,BA_372647,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_101611.jpg,basophil,BA_101611,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_812946.jpg,basophil,BA_812946,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_546746.jpg,basophil,BA_546746,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_500713.jpg,basophil,BA_500713,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_188974.jpg,basophil,BA_188974,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_981874.jpg,basophil,BA_981874,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_74973.jpg,basophil,BA_74973,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_583432.jpg,basophil,BA_583432,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_988844.jpg,basophil,BA_988844,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_451206.jpg,basophil,BA_451206,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_276179.jpg,basophil,BA_276179,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_654891.jpg,basophil,BA_654891,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_677090.jpg,basophil,BA_677090,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_744466.jpg,basophil,BA_744466,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_332707.jpg,basophil,BA_332707,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_221009.jpg,basophil,BA_221009,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_515691.jpg,basophil,BA_515691,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_183362.jpg,basophil,BA_183362,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_880798.jpg,basophil,BA_880798,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_835645.jpg,basophil,BA_835645,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_636027.jpg,basophil,BA_636027,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_19779.jpg,basophil,BA_19779,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_237864.jpg,basophil,BA_237864,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_893914.jpg,basophil,BA_893914,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_490880.jpg,basophil,BA_490880,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_852185.jpg,basophil,BA_852185,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_995394.jpg,basophil,BA_995394,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_540646.jpg,basophil,BA_540646,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_794444.jpg,basophil,BA_794444,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_178853.jpg,basophil,BA_178853,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_911725.jpg,basophil,BA_911725,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_344479.jpg,basophil,BA_344479,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_332289.jpg,basophil,BA_332289,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_40355.jpg,basophil,BA_40355,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_589888.jpg,basophil,BA_589888,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_421910.jpg,basophil,BA_421910,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_684441.jpg,basophil,BA_684441,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_999747.jpg,basophil,BA_999747,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_78609.jpg,basophil,BA_78609,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_929127.jpg,basophil,BA_929127,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_427583.jpg,basophil,BA_427583,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_736344.jpg,basophil,BA_736344,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_696680.jpg,basophil,BA_696680,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_518773.jpg,basophil,BA_518773,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_242626.jpg,basophil,BA_242626,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_296311.jpg,basophil,BA_296311,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_351114.jpg,basophil,BA_351114,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_374431.jpg,basophil,BA_374431,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_407690.jpg,basophil,BA_407690,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_465767.jpg,basophil,BA_465767,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_60640.jpg,basophil,BA_60640,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_760857.jpg,basophil,BA_760857,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_759768.jpg,basophil,BA_759768,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_327727.jpg,basophil,BA_327727,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_753251.jpg,basophil,BA_753251,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_87226.jpg,basophil,BA_87226,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_952797.jpg,basophil,BA_952797,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_720056.jpg,basophil,BA_720056,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_147282.jpg,basophil,BA_147282,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_89223.jpg,basophil,BA_89223,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_433045.jpg,basophil,BA_433045,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_141630.jpg,basophil,BA_141630,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_970287.jpg,basophil,BA_970287,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_362723.jpg,basophil,BA_362723,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_46485.jpg,basophil,BA_46485,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_8742.jpg,basophil,BA_8742,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_916894.jpg,basophil,BA_916894,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_695174.jpg,basophil,BA_695174,jpg,369,366,3,369 x 366
PBC_dataset_normal_DIB/basophil/BA_711276.jpg,basophil,BA_711276,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_897436.jpg,basophil,BA_897436,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_537209.jpg,basophil,BA_537209,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_421331.jpg,basophil,BA_421331,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_198153.jpg,basophil,BA_198153,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_640005.jpg,basophil,BA_640005,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_434728.jpg,basophil,BA_434728,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_756115.jpg,basophil,BA_756115,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_89221.jpg,basophil,BA_89221,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_368595.jpg,basophil,BA_368595,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_899396.jpg,basophil,BA_899396,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_712958.jpg,basophil,BA_712958,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_277489.jpg,basophil,BA_277489,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_925938.jpg,basophil,BA_925938,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_863951.jpg,basophil,BA_863951,jpg,363,360,3,363 x 360
PBC_dataset_normal_DIB/basophil/BA_119883.jpg,basophil,BA_119883,jpg,363,360,3,363 x 360
